id,semantic_groups,name
WBPhenotype:0000424,DISO,antibody staining variant
WBPhenotype:0000529,DISO,cell development variant
SGD:S000000445,ORTH,VVS1
WBPhenotype:0001941,DISO,rachis narrow
ZP:0002213,DISO,"central nervous system projection neuron axonogenesis disrupted, abnormal"
MP:0002824,DISO,abnormal chorioallantoic fusion
dictyBase:DDB_G0272917,GENO,dictyBase:DDB_G0272917
ENSEMBL:ENSACAG00000001219,ORTH,ENSEMBL:ENSACAG00000001219
HP:0001302,DISO,Pachygyria
ENSEMBL:ENSCAFG00000006373,ORTH,A0A5F4C140
MP:0008088,DISO,abnormal T-helper 1 cell differentiation
HP:0002217,DISO,Slow-growing hair
MP:0011298,DISO,ureter hypoplasia
MP:0005439,DISO,decreased glycogen level
ZP:0001934,DISO,"hatching arrested, abnormal"
ENSEMBL:ENSMODG00000015091,ORTH,ENSEMBL:ENSMODG00000015091
MGI:2446977,ORTH,Kif18a
MP:0006007,DISO,abnormal basal ganglion morphology
HP:0000765,DISO,Abnormal thorax morphology
Coriell:GM04894,GENO,NIGMS-GM04894
MONARCH:APO_0000310APO_0000249,GENO,growth in exponential phase:delayed
HP:0001807,DISO,Ridged nail
ENSEMBL:ENSMODG00000029529,ORTH,ENSEMBL:ENSMODG00000029529
WBPhenotype:0000004,DISO,constitutive egg laying
ENSEMBL:ENSSSCG00000032505,ORTH,ING5
PomBase:SPBC215.15,GENO,sec13
HGNC:1442,GENE,CALM1
ENSEMBL:ENSGALG00000014703,ORTH,PRRC1
Xenbase:XB-GENE-977282,ORTH,acat1
RGD:620936,ORTH,Rab5a
ENSEMBL:ENSPTRG00000015352,ORTH,ENSEMBL:ENSPTRG00000015352
ZP:0020735,DISO,"heart tube decreased distribution, abnormal"
ENSEMBL:ENSMODG00000005868,ORTH,ENSEMBL:ENSMODG00000005868
HP:0007033,DISO,Cerebellar dysplasia
ZP:0000243,DISO,"Z disc skeletal muscle disorganized, abnormal"
SGD:S000006041,ORTH,VPS30
HP:0012115,DISO,Hepatitis
WBPhenotype:0001953,DISO,nuclear fallout
PomBase:SPBC18H10.03,GENO,tif307
ENSEMBL:ENSSSCG00000007206,ORTH,RBCK1
ENSEMBL:ENSECAG00000005595,ORTH,ENSEMBL:ENSECAG00000005595
EnsemblGenome:AT3G53930,ORTH,EnsemblGenome:AT3G53930
ZP:0001211,DISO,"swim bladder uninflated, abnormal"
GO:1905289,PHYS,regulation of CAMKK-AMPK signaling cascade
MP:0001182,DISO,lung hemorrhage
RGD:708404,ORTH,Rbck1
ENSEMBL:ENSOANG00000009047,ORTH,ENSEMBL:ENSOANG00000009047
PomBase:SPAC1F3.03,GENO,sro7
HP:0001667,DISO,Right ventricular hypertrophy
ZP:0002913,DISO,"intersegmental vessel unlumenized, abnormal"
HGNC:37276,GENE,CRPPA
MP:0001622,DISO,abnormal vasculogenesis
ENSEMBL:ENSOANG00000045313,ORTH,ENSEMBL:ENSOANG00000045313
ENSEMBL:ENSCAFG00000012528,ORTH,ENSEMBL:ENSCAFG00000012528
MGI:2447670,ORTH,Mgrn1
ENSEMBL:ENSSSCG00000001871,ORTH,HMG20A
MP:0002970,DISO,abnormal white adipose tissue morphology
HP:0007269,DISO,Spinal muscular atrophy
ZP:0006868,DISO,"exocrine pancreas retracted, abnormal"
ZFIN:ZDB-GENE-040718-353,ORTH,psmb2
ENSEMBL:ENSOANG00000038213,ORTH,ENSEMBL:ENSOANG00000038213
ENSEMBL:ENSOANG00000006175,ORTH,ENSEMBL:ENSOANG00000006175
ZP:0106013,DISO,"central nervous system decreased process quality central nervous system myelination, abnormal"
WBPhenotype:0001258,DISO,RNAi enhanced
MP:0008115,DISO,abnormal dendritic cell differentiation
FlyBase:FBgn0034091,ORTH,mrj
MP:0010322,DISO,increased cutaneous melanoma incidence
HGNC:1029,GENE,BDKRB1
WormBase:WBGene00001017,ORTH,dnc-1
MP:0009545,DISO,abnormal dermis papillary layer morphology
ENSEMBL:ENSMODG00000021453,ORTH,ENSEMBL:ENSMODG00000021453
MP:0001819,DISO,abnormal immune cell physiology
MP:0004809,DISO,increased hematopoietic stem cell number
SGD:S000000948,ORTH,LSM5
ENSEMBL:ENSFCAG00000036800,ORTH,ENSEMBL:ENSFCAG00000036800
ENSEMBL:ENSPTRG00000022389,ORTH,ENSEMBL:ENSPTRG00000022389
ENSEMBL:ENSMMUG00000021886,ORTH,ENSEMBL:ENSMMUG00000021886
MGI:3043476,ORTH,Htt<tm2Detl>/Htt<tm2Detl> [involves: 129P2/OlaHsd * C57BL/6J]
ENSEMBL:ENSECAG00000016653,ORTH,ENSEMBL:ENSECAG00000016653
FBcv:0000371,DISO,male semi-sterile
ENSEMBL:ENSSSCG00000048272,ORTH,ENSEMBL:ENSSSCG00000048272
RGD:1624211,ORTH,RT1-T24-3
MP:0008813,DISO,decreased common myeloid progenitor cell number
ENSEMBL:ENSPTRG00000046866,ORTH,ENSEMBL:ENSPTRG00000046866
ENSEMBL:ENSSSCG00000011342,ORTH,ENSEMBL:ENSSSCG00000011342
WBPhenotype:0000731,DISO,germ cell hypersensitive ionizing radiation
ENSEMBL:ENSACAG00000007966,ORTH,ENSEMBL:ENSACAG00000007966
EnsemblGenome:AT5G27640,ORTH,EnsemblGenome:AT5G27640
ENSEMBL:ENSACAG00000004884,ORTH,ENSEMBL:ENSACAG00000004884
MP:0008850,DISO,increased hemoglobin concentration distribution width
ENSEMBL:ENSECAG00000008938,ORTH,ENSEMBL:ENSECAG00000008938
ZP:0002303,DISO,"pharyngeal arch 3-7 aplastic, abnormal"
HGNC:21091,GENE,ZNF451
ENSEMBL:ENSCAFG00000009240,ORTH,VIRMA
MONARCH:APO_0000310APO_0000246,GENO,growth in exponential phase:increased rate
MP:0011888,DISO,abnormal circulating total protein level
ENSEMBL:ENSBTAG00000016589,ORTH,PRPF40B
MP:0008498,DISO,decreased IgG3 level
RGD:2736,ORTH,Grin1
HP:0001939,DISO,Abnormality of metabolism/homeostasis
WBPhenotype:0002504,DISO,pathogen release reduced
WBPhenotype:0001817,DISO,enhanced taste aversion defective
WBPhenotype:0001005,DISO,backward locomotion variant
MGI:3530234,ORTH,Tg(HDexon1)62Gpb [involves: C57BL/6J * CBA/J]
HP:0006270,DISO,Hypoplastic spleen
Coriell:GM04479,GENO,NIGMS-GM04479
Xenbase:XB-GENE-966618,ORTH,zdhhc17
HGNC:25471,GENE,WIPI1
MP:0000136,DISO,abnormal microglial cell morphology
MP:0010875,DISO,increased bone volume
ENSEMBL:ENSMMUG00000011018,ORTH,ENSEMBL:ENSMMUG00000011018
Coriell:GM04211,GENO,NIGMS-GM04211
WBPhenotype:0001937,DISO,hypersensitive to protein aggregation induced paralysis
MGI:107793,ORTH,Crmp1
ENSEMBL:ENSECAG00000012900,ORTH,ENSEMBL:ENSECAG00000012900
MP:0002724,DISO,enhanced wound healing
WBPhenotype:0001150,DISO,polar body reabsorbed one two early emb
HP:0009121,DISO,Abnormal axial skeleton morphology
ENSEMBL:ENSACAG00000012621,ORTH,ENSEMBL:ENSACAG00000012621
WormBase:WBGene00006731,ORTH,uev-2
ENSEMBL:ENSPTRG00000013847,ORTH,ENSEMBL:ENSPTRG00000013847
MP:0004069,DISO,abnormal muscle spindle morphology
ENSEMBL:ENSCAFG00000007950,ORTH,MAP1B
ZP:0018349,DISO,"central nervous system decreased thickness, abnormal"
SGD:S000006070,ORTH,ATG5
ENSEMBL:ENSCAFG00000006813,ORTH,TRAF6
WBPhenotype:0000684,DISO,fewer germ cells
MGI:3528067,ORTH,Tg(HDexon1)62Gpb; Tgm2<tm1.1Rmgr>/Tgm2<+> [involves: 129X1/SvJ * C57BL/6 * CBA]
ZFIN:ZDB-GENE-051202-1,ORTH,grin1a
ZP:0011354,DISO,"retinal ganglion cell decreased process quality neuron remodeling, abnormal"
ZP:0002448,DISO,"retinal outer nuclear layer disorganized, abnormal"
RGD:631427,ORTH,Cryl1
HP:0001268,DISO,Mental deterioration
Xenbase:XB-GENE-5961407,ORTH,mr1-like
EFO:0009695,GENO,household income
MP:0010760,DISO,abnormal macrophage chemotaxis
MONARCH:APO_0000326APO_0000005,GENO,desiccation resistance:absent
MGI:108064,ORTH,Siah1a
FlyBase:FBgn0001216,ORTH,Hsc70-1
FlyBase:FBgn0015790,ORTH,Rab11
EFO:0004587,GENO,lymphocyte count
ENSEMBL:ENSCAFG00000012608,ORTH,ENSEMBL:ENSCAFG00000012608
ZFIN:ZDB-GENE-040426-810,ORTH,psmd1
ENSEMBL:ENSRNOG00000034093,ORTH,M0RCB1
WormBase:WBGene00012641,ORTH,epg-6
ENSEMBL:ENSSSCG00000016128,ORTH,EEF1B2
ZP:0003347,DISO,"caudal vein dilated, abnormal"
ZP:0011633,DISO,"photoreceptor outer segment photoreceptor cell absent, abnormal"
ENSEMBL:ENSMMUG00000007497,ORTH,ENSEMBL:ENSMMUG00000007497
ENSEMBL:ENSOANG00000038661,ORTH,ENSEMBL:ENSOANG00000038661
MP:0011096,DISO,"embryonic lethality between implantation and somite formation, complete penetrance"
ZFIN:ZDB-GENE-040426-1473,ORTH,rasd1
MP:0003826,DISO,abnormal Mullerian duct morphology
WBPhenotype:0000549,DISO,head muscle dystrophy
MP:0004597,DISO,increased susceptibility to noise-induced hearing loss
FlyBase:FBgn0261617,ORTH,nej
WormBase:WBGene00011735,ORTH,hip-1
ENSEMBL:ENSACAG00000027871,ORTH,ENSEMBL:ENSACAG00000027871
MGI:1914117,ORTH,Hmg20a
HP:0000687,DISO,Widely spaced teeth
WBPhenotype:0001584,DISO,chromosome alignment variant
ENSEMBL:ENSECAG00000019599,ORTH,ENSEMBL:ENSECAG00000019599
MP:0005322,DISO,abnormal serotonin level
ZP:0019993,DISO,"ventral region whole organism increased distribution, abnormal"
RGD:621093,ORTH,Psmb7
ENSEMBL:ENSPTRG00000042199,ORTH,ENSEMBL:ENSPTRG00000042199
HP:0000717,DISO,Autism
MP:0002831,DISO,absent Peyer's patches
MP:0005469,DISO,abnormal thyroxine level
HP:0002355,DISO,Difficulty walking
ENSEMBL:ENSACAG00000015019,ORTH,ENSEMBL:ENSACAG00000015019
RGD:3493,ORTH,RT1-M2
ZP:0000382,DISO,"primary neuron tract of the postoptic commissure morphology, abnormal"
EnsemblGenome:BAA15029,ORTH,EnsemblGenome:BAA15029
ZP:0011823,DISO,"shield absent, abnormal"
MP:0010426,DISO,abnormal heart and great artery attachment
PomBase:SPBC14C8.12,GENO,rpb8
ZP:0019021,DISO,"cranial skeletal system development disrupted, abnormal"
WBPhenotype:0001536,DISO,embryonic cell patterning variant
ENSEMBL:ENSPTRG00000018574,ORTH,ENSEMBL:ENSPTRG00000018574
WormBase:WBGene00021644,ORTH,Y47G6A.18
MP:0010299,DISO,increased mammary gland tumor incidence
MP:0005031,DISO,abnormal trophoblast layer morphology
WBPhenotype:0001422,DISO,endocytic transport defect
WBPhenotype:0001797,DISO,pachytene arrested germline nuclei
ENSEMBL:ENSOANG00000032894,ORTH,ENSEMBL:ENSOANG00000032894
ENSEMBL:ENSCAFG00000014596,ORTH,ENSEMBL:ENSCAFG00000014596
FlyBase:FBgn0026418,ORTH,Hsc70Cb
ENSEMBL:ENSMODG00000005784,ORTH,ENSEMBL:ENSMODG00000005784
Coriell:GM04199,GENO,NIGMS-GM04199
PomBase:SPAC22E12.14c,GENO,sck2
FlyBase:FBgn0032782,ORTH,Rab9
MONARCH:APO_0000106APO_0000245,GENO,vegetative growth:decreased rate
FlyBase:FBgn0028474,ORTH,CG4119
PomBase:SPCC830.07c,GENO,psi1
HP:0001941,DISO,Acidosis
ENSEMBL:ENSOANG00000046095,ORTH,ENSEMBL:ENSOANG00000046095
ENSEMBL:ENSFCAG00000015280,ORTH,ENSEMBL:ENSFCAG00000015280
ENSEMBL:ENSCAFG00000001976,ORTH,ENSEMBL:ENSCAFG00000001976
MP:0003061,DISO,decreased aerobic running capacity
dbSNPIndividual:22796,GENO,46;XY.arr(1-22)x2;(XY)x1 [GM09197]
ZP:0011624,DISO,"eye decreased area, abnormal"
EFO:0004747,GENO,protein measurement
HGNC:562,GENE,AP2A2
MP:0000384,DISO,distorted hair follicle pattern
ENSEMBL:ENSCAFG00000008830,ORTH,ENSEMBL:ENSCAFG00000008830
HP:0000939,DISO,Osteoporosis
ENSEMBL:ENSBTAG00000032923,ORTH,LOC101907097
MONARCH:APO_0000106APO_0000250,GENO,vegetative growth:arrested
ENSEMBL:ENSGALG00000000314,ORTH,A0A1L1RUS3
WBPhenotype:0001719,DISO,unfolded protein response variant
PomBase:SPAC1952.12c,GENO,csn71
EFO:0005192,GENO,red blood cell distribution width
ENSEMBL:ENSECAG00000005203,ORTH,ENSEMBL:ENSECAG00000005203
WBPhenotype:0000291,DISO,no oocytes
MP:0010091,DISO,decreased circulating creatine kinase level
dictyBase:DDB_G0269458,GENO,ubqJ
ENSEMBL:ENSOANG00000040893,ORTH,ENSEMBL:ENSOANG00000040893
ENSEMBL:ENSECAG00000015611,ORTH,ENSEMBL:ENSECAG00000015611
HP:0009892,DISO,Anotia
MP:0004231,DISO,abnormal calcium ion homeostasis
MGI:1915445,ORTH,Rnaset2a
SGD:S000005041,ORTH,PHO23
WBPhenotype:0000933,DISO,MS lineage variant
MP:0008235,DISO,increased susceptibility to neuronal excitotoxicity
HP:0008410,DISO,Subungual hyperkeratotic fragments
MP:0001902,DISO,reduced NMDA-mediated synaptic currents
FlyBase:FBgn0005779,ORTH,PpD6
ENSEMBL:ENSMODG00000013274,ORTH,ENSEMBL:ENSMODG00000013274
WormBase:WBGene00012425,ORTH,dlc-4
MGI:1270129,ORTH,Dnaja1
FlyBase:FBgn0015320,ORTH,Ubc2
ENSEMBL:ENSMODG00000024733,ORTH,ENSEMBL:ENSMODG00000024733
WormBase:WBGene00006385,ORTH,taf-4
ZFIN:ZDB-GENE-980605-9,ORTH,ube2kb
ZP:0002231,DISO,"head pointed, abnormal"
MONARCH:APO_0000027APO_0000004,GENO,filamentous growth:increased
MP:0008248,DISO,abnormal mononuclear phagocyte morphology
EnsemblGenome:AT5G50870,ORTH,EnsemblGenome:AT5G50870
MONARCH:APO_0000143APO_0000004,GENO,chromosome/plasmid maintenance:increased
MP:0008714,DISO,increased lung carcinoma incidence
ENSEMBL:ENSMODG00000012080,ORTH,ENSEMBL:ENSMODG00000012080
ENSEMBL:ENSACAG00000009764,ORTH,ENSEMBL:ENSACAG00000009764
MGI:5429322,ORTH,Tg(HDexon1)62Gpb [B6CBA-Tg(HDexon1)62Gpb/3J]
FlyBase:FBgn0042711,ORTH,Hex-t1
ENSEMBL:ENSECAG00000022437,ORTH,ENSEMBL:ENSECAG00000022437
FBcv:0000365,DISO,semi-sterile
HGNC:9154,GENE,PNKP
MP:0014146,DISO,decreased white adipose tissue mass
MP:0008824,DISO,absent interventricular septum membranous part
MP:0001694,DISO,absent egg cylinders
WBPhenotype:0000976,DISO,ventral cord patterning variant
RGD:68371,ORTH,Mtor
MP:0000133,DISO,abnormal long bone metaphysis morphology
ENSEMBL:ENSPTRG00000004648,ORTH,ENSEMBL:ENSPTRG00000004648
EFO:1002040,GENO,Corneal astigmatism
MP:0010066,DISO,abnormal red blood cell distribution width
ZP:0002075,DISO,"amacrine cell decreased amount, abnormal"
MP:0002264,DISO,abnormal bronchus morphology
MP:0004379,DISO,wide frontal bone
HGNC:9323,GENE,PPP6C
ENSEMBL:ENSSSCG00000014126,ORTH,MSH3
ENSEMBL:ENSFCAG00000014173,ORTH,ENSEMBL:ENSFCAG00000014173
ENSEMBL:ENSBTAG00000017618,ORTH,MAP3K10
ENSEMBL:ENSCAFG00000006611,ORTH,HOXC4
MP:0002018,DISO,increased malignant tumor incidence
MP:0002651,DISO,abnormal sciatic nerve morphology
WBPhenotype:0001777,DISO,pre mRNA levels increased
ENSEMBL:ENSOANG00000037190,ORTH,ENSEMBL:ENSOANG00000037190
dictyBase:DDB_G0284679,GENO,DDB0186138
FlyBase:FBgn0027788,ORTH,Hey
ENSEMBL:ENSCAFG00000016809,ORTH,RBM25
ENSEMBL:ENSFCAG00000027034,ORTH,ENSEMBL:ENSFCAG00000027034
MGI:95640,ORTH,Gapdh
WormBase:WBGene00006499,ORTH,tag-153
WormBase:WBGene00003924,ORTH,pas-3
RGD:1564760,ORTH,Hmg20a
GO:0034452,PHYS,dynactin binding
MP:0008783,DISO,decreased B cell apoptosis
PomBase:SPBC12C2.10c,GENO,pst1
MP:0002276,DISO,abnormal lung interstitium morphology
ENSEMBL:ENSACAG00000011455,ORTH,ENSEMBL:ENSACAG00000011455
WormBase:WBGene00000519,ORTH,cku-70
MP:0004265,DISO,abnormal placental transport
MP:0003992,DISO,increased mortality induced by ionizing radiation
ENSEMBL:ENSFCAG00000031545,ORTH,ENSEMBL:ENSFCAG00000031545
MGI:5467291,ORTH,Sirt2<tm1Gdon>/Sirt2<tm1Gdon>; Tg(HDexon1)62Gpb [involves: 129P2/OlaHsd * C57BL/6 * CBA]
ENSEMBL:ENSECAG00000016231,ORTH,ENSEMBL:ENSECAG00000016231
ENSEMBL:ENSMMUG00000007449,ORTH,ENSEMBL:ENSMMUG00000007449
MP:0000098,DISO,abnormal vomer bone morphology
RGD:619822,ORTH,Ufd1
HP:0011124,DISO,Abnormal epidermal morphology
MP:0009125,DISO,decreased brown fat cell lipid droplet size
ENSEMBL:ENSACAG00000004800,ORTH,ENSEMBL:ENSACAG00000004800
MP:0011957,DISO,decreased compensatory feeding amount
FlyBase:FBgn0263278,ORTH,Fic
ENSEMBL:ENSCAFG00000019833,ORTH,ENSEMBL:ENSCAFG00000019833
MP:0010349,DISO,increased teratocarcinoma incidence
ZP:0011911,DISO,"cell whole organism decreased amount, abnormal"
ZP:0008378,DISO,"cardiac ventricle mislocalised, abnormal"
ZP:0001332,DISO,"neural plate increased width, abnormal"
ENSEMBL:ENSGALG00000006775,ORTH,TGM2
ENSEMBL:ENSPTRG00000015954,ORTH,ENSEMBL:ENSPTRG00000015954
MP:0002357,DISO,abnormal spleen white pulp morphology
MP:0003299,DISO,gastric polyps
ENSEMBL:ENSBTAG00000018999,ORTH,ENSEMBL:ENSBTAG00000018999
ENSEMBL:ENSPTRG00000006200,ORTH,ENSEMBL:ENSPTRG00000006200
Xenbase:XB-GENE-976936,ORTH,dnaja1
ENSEMBL:ENSGALG00000038608,ORTH,ENSEMBL:ENSGALG00000038608
MP:0005166,DISO,decreased susceptibility to injury
HGNC:129,GENE,ACTA1
ENSEMBL:ENSMODG00000008558,ORTH,ENSEMBL:ENSMODG00000008558
ZP:0003560,DISO,"pharyngeal arch 3-7 malformed, abnormal"
ENSEMBL:ENSPTRG00000005437,ORTH,ENSEMBL:ENSPTRG00000005437
HP:0031888,DISO,Abnormal HDL cholesterol concentration
ENSEMBL:ENSMODG00000002220,ORTH,ENSEMBL:ENSMODG00000002220
MP:0002420,DISO,abnormal adaptive immunity
HGNC:20194,GENE,POLR1C
HGNC:18381,GENE,SYT12
ENSEMBL:ENSOANG00000001056,ORTH,ENSEMBL:ENSOANG00000001056
WBPhenotype:0002519,DISO,axon length reduced
ENSEMBL:ENSPTRG00000010376,ORTH,ENSEMBL:ENSPTRG00000010376
HP:0009381,DISO,Short finger
Xenbase:XB-GENE-486024,ORTH,ap2a2
MP:0008719,DISO,impaired neutrophil recruitment
WBPhenotype:0000358,DISO,extra cell division postembryonic
HGNC:50546,GENE,LINC01337
MP:0002920,DISO,decreased paired-pulse facilitation
HP:0012153,DISO,Hypotriglyceridemia
MP:0008700,DISO,decreased interleukin-4 secretion
ENSEMBL:ENSACAG00000001379,ORTH,ENSEMBL:ENSACAG00000001379
WormBase:WBGene00002583,ORTH,let-363
ENSEMBL:ENSOANG00000042116,ORTH,ENSEMBL:ENSOANG00000042116
ZFIN:ZDB-GENE-030131-8486,ORTH,si:ch211-202a12.4
ENSEMBL:ENSECAG00000013136,ORTH,ENSEMBL:ENSECAG00000013136
ENSEMBL:ENSFCAG00000011030,ORTH,ENSEMBL:ENSFCAG00000011030
MP:0003190,DISO,fused synovial joints
RGD:71096,ORTH,Dnm1
ENSEMBL:ENSCAFG00000002325,ORTH,E2RNN4
HP:0002808,DISO,Kyphosis
MP:0012188,DISO,increased regulatory T cell apoptosis
ENSEMBL:ENSECAG00000008338,ORTH,ENSEMBL:ENSECAG00000008338
MP:0008484,DISO,decreased spleen germinal center size
HGNC:11571,GENE,TARDBP
ENSEMBL:ENSCAFG00000017475,ORTH,ENSEMBL:ENSCAFG00000017475
ENSEMBL:ENSPTRG00000010424,ORTH,ENSEMBL:ENSPTRG00000010424
HP:0002066,DISO,Gait ataxia
ENSEMBL:ENSBTAG00000045756,ORTH,G3MX54
ZFIN:ZDB-GENE-030131-5417,ORTH,immt
WBPhenotype:0000053,DISO,paralyzed arrested elongation two fold
MP:0004521,DISO,abnormal cochlear hair cell stereociliary bundle morphology
Xenbase:XB-GENE-919631,ORTH,skp1
ZP:0003572,DISO,"heart contraction decreased occurrence, abnormal"
MGI:1913331,ORTH,Sharpin
EFO:0004908,GENO,testosterone measurement
MP:0009754,DISO,enhanced behavioral response to cocaine
ZP:0003875,DISO,"ciliary marginal zone decreased size, abnormal"
ZP:0005817,DISO,"eye photoreceptor cell decreased amount, abnormal"
ENSEMBL:ENSOANG00000013750,ORTH,ENSEMBL:ENSOANG00000013750
SGD:S000001917,ORTH,ATG18
MONARCH:APO_0000339APO_0000003,GENO,ribophagy:decreased
Coriell:GM05376,GENO,NIGMS-GM05376
MP:0000826,DISO,abnormal third ventricle morphology
FlyBase:FBgn0031443,ORTH,Prosbeta4R2
MP:0008008,DISO,early cellular replicative senescence
WBPhenotype:0000646,DISO,sluggish
SGD:S000003733,ORTH,UBP12
dictyBase:DDB_G0286069,GENO,ku70
ENSEMBL:ENSECAG00000016700,ORTH,ENSEMBL:ENSECAG00000016700
ZP:0019207,DISO,"central nervous system increased occurrence apoptotic process, abnormal"
MP:0010379,DISO,decreased respiratory quotient
MP:0009402,DISO,decreased skeletal muscle fiber diameter
ENSEMBL:ENSMODG00000014431,ORTH,ENSEMBL:ENSMODG00000014431
MP:0002020,DISO,increased tumor incidence
MP:0001183,DISO,overexpanded pulmonary alveoli
WBPhenotype:0000402,DISO,avoids bacterial lawn
ENSEMBL:ENSACAG00000010161,ORTH,ENSEMBL:ENSACAG00000010161
ENSEMBL:ENSCAFG00000044133,ORTH,ENSEMBL:ENSCAFG00000044133
MP:0001706,DISO,abnormal left-right axis patterning
ENSEMBL:ENSMMUG00000010056,ORTH,ENSEMBL:ENSMMUG00000010056
MP:0000750,DISO,abnormal muscle regeneration
HP:0000821,DISO,Hypothyroidism
MGI:1915826,ORTH,Lamtor5
ENSEMBL:ENSMODG00000012845,ORTH,ENSEMBL:ENSMODG00000012845
ENSEMBL:ENSMODG00000020656,ORTH,ENSEMBL:ENSMODG00000020656
HP:0000093,DISO,Proteinuria
MGI:1345184,ORTH,Tenm2
ZP:0138435,DISO,"cranial nerve II disrupted axonal fasciculation, abnormal"
ZP:0103430,DISO,"immune response process quality, abnormal"
ENSEMBL:ENSACAG00000017344,ORTH,ENSEMBL:ENSACAG00000017344
MP:0009421,DISO,increased gastrocnemius weight
ENSEMBL:ENSECAG00000014666,ORTH,ENSEMBL:ENSECAG00000014666
ZFIN:ZDB-GENE-040426-1063,ORTH,ptgesl
ENSEMBL:ENSBTAG00000016218,ORTH,PTGES2
MP:0000913,DISO,abnormal brain development
ZFIN:ZDB-GENE-040801-7,ORTH,sumo2b
ZFIN:ZDB-GENE-030909-13,ORTH,tktb
MP:0008515,DISO,thin retinal outer nuclear layer
ENSEMBL:ENSSSCG00000013094,ORTH,DDB1
MONARCH:APO_0000046APO_0000003,GENO,silencing:decreased
Coriell:GM03868,GENO,NIGMS-GM03868
HP:0006989,DISO,Dysplastic corpus callosum
HP:0000741,DISO,Apathy
ENSEMBL:ENSCAFG00000010145,ORTH,RAB35
ENSEMBL:ENSGALG00000017706,ORTH,ENSEMBL:ENSGALG00000017706
ENSEMBL:ENSMODG00000010703,ORTH,ENSEMBL:ENSMODG00000010703
FBcv:0000358,DISO,decreased body size
dictyBase:DDB_G0271682,GENO,DDB_G0271682
WormBase:WBGene00011945,ORTH,alg-5
FlyBase:FBgn0020236,ORTH,ATPCL
ENSEMBL:ENSXETG00000016466,ORTH,XB5894692 [provisional:azgp1]
ZP:0009505,DISO,"hemoglobin complex intermediate cell mass of mesoderm absent, abnormal"
HP:0000504,DISO,Abnormality of vision
ZP:0000054,DISO,"head decreased size, abnormal"
PomBase:SPAC15A10.08,GENO,ain1
ENSEMBL:ENSOANG00000009915,ORTH,ENSEMBL:ENSOANG00000009915
WBPhenotype:0000690,DISO,gonad migration variant
ENSEMBL:ENSOANG00000007613,ORTH,ENSEMBL:ENSOANG00000007613
ZFIN:ZDB-GENE-060810-162,ORTH,fbxl6
MP:0001204,DISO,decreased sensitivity to skin irradiation
MONARCH:APO_0000126APO_0000003,GENO,nuclear import:decreased
SGD:S000003367,ORTH,PRE9
MP:0008582,DISO,short photoreceptor inner segment
MP:0004256,DISO,abnormal maternal decidual layer morphology
WBPhenotype:0001375,DISO,transgene expression undetectable
ENSEMBL:ENSPTRG00000001048,ORTH,ENSEMBL:ENSPTRG00000001048
MP:0002797,DISO,increased thigmotaxis
MP:0013968,DISO,multiple persisting craniopharyngeal ducts
MGI:109152,ORTH,Lig3
MP:0005215,DISO,abnormal pancreatic islet morphology
WBPhenotype:0001297,DISO,male tail development variant
ENSEMBL:ENSCAFG00000012509,ORTH,TAF4
ENSEMBL:ENSMODG00000019837,ORTH,ENSEMBL:ENSMODG00000019837
MP:0003063,DISO,increased coping response
MP:0008177,DISO,increased germinal center B cell number
ENSEMBL:ENSACAG00000004479,ORTH,ENSEMBL:ENSACAG00000004479
WBPhenotype:0000905,DISO,neuron morphology variant
FlyBase:FBgn0036505,ORTH,CG7945
ENSEMBL:ENSMMUG00000044809,ORTH,ENSEMBL:ENSMMUG00000044809
ENSEMBL:ENSACAG00000007859,ORTH,ENSEMBL:ENSACAG00000007859
ENSEMBL:ENSCAFG00000009963,ORTH,PSMD14
ZFIN:ZDB-GENE-060512-329,ORTH,commd1
MGI:96904,ORTH,M6pr
MP:0006055,DISO,abnormal vascular endothelial cell morphology
ENSEMBL:ENSGALG00000002818,ORTH,VAT1
ENSEMBL:ENSOANG00000040060,ORTH,ENSEMBL:ENSOANG00000040060
HP:0002619,DISO,Varicose veins
ENSEMBL:ENSGALG00000004509,ORTH,ENSEMBL:ENSGALG00000004509
RGD:1565778,ORTH,Magea8
MP:0002855,DISO,abnormal cochlear ganglion morphology
ENSEMBL:ENSMMUG00000000573,ORTH,ENSEMBL:ENSMMUG00000000573
HP:0006887,DISO,"Intellectual disability, progressive"
ZP:0017628,DISO,"pronephric proximal convoluted tubule distended, abnormal"
PomBase:SPBC776.02c,GENO,dis2
MP:0001286,DISO,abnormal eye development
HP:0012450,DISO,Chronic constipation
dictyBase:DDB_G0281569,GENO,tor
ENSEMBL:ENSSSCG00000014016,ORTH,SQSTM1
ENSEMBL:ENSGALG00000040016,ORTH,PPP1CA
MP:0009686,DISO,abnormal spinal cord medial motor column morphology
ENSEMBL:ENSECAG00000009251,ORTH,ENSEMBL:ENSECAG00000009251
WBPhenotype:0000063,DISO,terminal arrest variable
ENSEMBL:ENSCAFG00000023809,ORTH,J9P1C6
MONARCH:APO_0000259APO_0000250,GENO,cell cycle passage through the metaphase-anaphase transition:arrested
HP:0100891,DISO,Bifid xiphoid process
MP:0010239,DISO,decreased skeletal muscle weight
WBPhenotype:0002289,DISO,tail bend angle increased
WBPhenotype:0002467,DISO,male reproductive longevity extended
ZP:0003503,DISO,"pharyngeal arch decreased size, abnormal"
